0,0
6,6
12,12
18,18
24,24
30,30
36,36
42,42
48,48
54,54
60,60
66,66
72,72
78,78
84,84
90,90
96,96
102,102
108,108
114,114
120,120
126,126
132,132
138,138
144,144
150,150
156,156
162,162
168,168
174,174
180,180
186,186
192,192
198,198
204,204
210,210
216,216
222,222
228,228
234,234
240,240
246,246
252,252
258,258
264,264
270,270
276,276
282,282
288,288
294,294
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
298,300
296,300
294,300
292,300
290,300
288,300
286,300
284,300
282,300
280,300
278,300
276,300
274,300
272,300
270,300
268,300
266,300
264,300
262,300
260,300
258,300
256,300
254,300
252,300
250,300
248,300
246,300
244,300
242,300
240,300
238,300
236,300
234,300
232,300
230,300
228,300
226,300
224,300
222,300
220,300
218,300
216,300
214,300
212,300
210,300
208,300
206,300
204,300
202,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
200,300
202,300
204,300
206,300
208,300
210,300
212,300
214,300
216,300
218,300
220,300
222,300
224,300
226,300
228,300
230,300
232,300
234,300
236,300
238,300
240,300
242,300
244,300
246,300
248,300
250,300
252,300
254,300
256,300
258,300
260,300
262,300
264,300
266,300
268,300
270,300
272,300
274,300
276,300
278,300
280,300
282,300
284,300
286,300
288,300
290,300
292,300
294,300
296,300
298,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
300,300
