0,0
1,5
2,10
3,15
4,20
5,25
6,30
7,35
8,40
9,45
10,50
11,55
12,60
13,65
14,70
15,75
16,80
17,85
18,90
19,95
20,100
21,105
22,110
23,115
24,120
25,125
26,130
27,135
28,140
29,145
30,150
31,155
32,160
33,165
34,170
35,175
36,180
37,185
38,190
39,195
40,200
41,205
42,210
43,215
44,220
45,225
46,230
47,235
48,240
49,245
50,250
51,255
52,260
53,265
54,270
55,275
56,280
57,285
58,290
59,295
60,300
61,305
62,310
63,315
64,320
65,325
66,330
67,335
68,340
69,345
70,350
71,355
72,360
73,365
74,370
75,375
76,380
77,385
78,390
79,395
80,400
81,405
82,410
83,415
84,420
85,425
86,430
87,435
88,440
89,445
90,450
91,455
92,460
93,465
94,470
95,475
96,480
97,485
98,490
99,495
100,500
100,496
100,492
100,488
100,484
100,480
100,476
100,472
100,468
100,464
100,460
100,456
100,452
100,448
100,444
100,440
100,436
100,432
100,428
100,424
100,420
100,416
100,412
100,408
100,404
100,400
100,396
100,392
100,388
100,384
100,380
100,376
100,372
100,368
100,364
100,360
100,356
100,352
100,348
100,344
100,340
100,336
100,332
100,328
100,324
100,320
100,316
100,312
100,308
100,304
100,300
100,296
100,292
100,288
100,284
100,280
100,276
100,272
100,268
100,264
100,260
100,256
100,252
100,248
100,244
100,240
100,236
100,232
100,228
100,224
100,220
100,216
100,212
100,208
100,204
100,200
100,196
100,192
100,188
100,184
100,180
100,176
100,172
100,168
100,164
100,160
100,156
100,152
100,148
100,144
100,140
100,136
100,132
100,128
100,124
100,120
100,116
100,112
100,108
100,104
100,100
104,100
108,100
112,100
116,100
120,100
124,100
128,100
132,100
136,100
140,100
144,100
148,100
152,100
156,100
160,100
164,100
168,100
172,100
176,100
180,100
184,100
188,100
192,100
196,100
200,100
204,100
208,100
212,100
216,100
220,100
224,100
228,100
232,100
236,100
240,100
244,100
248,100
252,100
256,100
260,100
264,100
268,100
272,100
276,100
280,100
284,100
288,100
292,100
296,100
300,100
304,100
308,100
312,100
316,100
320,100
324,100
328,100
332,100
336,100
340,100
344,100
348,100
352,100
356,100
360,100
364,100
368,100
372,100
376,100
380,100
384,100
388,100
392,100
396,100
400,100
404,100
408,100
412,100
416,100
420,100
424,100
428,100
432,100
436,100
440,100
444,100
448,100
452,100
456,100
460,100
464,100
468,100
472,100
476,100
480,100
484,100
488,100
492,100
496,100
500,100
498,102
496,104
494,106
492,108
490,110
488,112
486,114
484,116
482,118
480,120
478,122
476,124
474,126
472,128
470,130
468,132
466,134
464,136
462,138
460,140
458,142
456,144
454,146
452,148
450,150
448,152
446,154
444,156
442,158
440,160
438,162
436,164
434,166
432,168
430,170
428,172
426,174
424,176
422,178
420,180
418,182
416,184
414,186
412,188
410,190
408,192
406,194
404,196
402,198
400,200
398,202
396,204
394,206
392,208
390,210
388,212
386,214
384,216
382,218
380,220
378,222
376,224
374,226
372,228
370,230
368,232
366,234
364,236
362,238
360,240
358,242
356,244
354,246
352,248
350,250
348,252
346,254
344,256
342,258
340,260
338,262
336,264
334,266
332,268
330,270
328,272
326,274
324,276
322,278
320,280
318,282
316,284
314,286
312,288
310,290
308,292
306,294
304,296
302,298
300,300
297,297
294,294
291,291
288,288
285,285
282,282
279,279
276,276
273,273
270,270
267,267
264,264
261,261
258,258
255,255
252,252
249,249
246,246
243,243
240,240
237,237
234,234
231,231
228,228
225,225
222,222
219,219
216,216
213,213
210,210
207,207
204,204
201,201
198,198
195,195
192,192
189,189
186,186
183,183
180,180
177,177
174,174
171,171
168,168
165,165
162,162
159,159
156,156
153,153
150,150
147,147
144,144
141,141
138,138
135,135
132,132
129,129
126,126
123,123
120,120
117,117
114,114
111,111
108,108
105,105
102,102
99,99
96,96
93,93
90,90
87,87
84,84
81,81
78,78
75,75
72,72
69,69
66,66
63,63
60,60
57,57
54,54
51,51
48,48
45,45
42,42
39,39
36,36
33,33
30,30
27,27
24,24
21,21
18,18
15,15
12,12
9,9
6,6
3,3
0,0
