0,0
-4,-4
-8,-8
-12,-12
-16,-16
-20,-20
-24,-24
-28,-28
-32,-32
-36,-36
-40,-40
-44,-44
-48,-48
-52,-52
-56,-56
-60,-60
-64,-64
-68,-68
-72,-72
-76,-76
-80,-80
-84,-84
-88,-88
-92,-92
-96,-96
-100,-100
-104,-104
-108,-108
-112,-112
-116,-116
-120,-120
-124,-124
-128,-128
-132,-132
-136,-136
-140,-140
-144,-144
-148,-148
-152,-152
-156,-156
-160,-160
-164,-164
-168,-168
-172,-172
-176,-176
-180,-180
-184,-184
-188,-188
-192,-192
-196,-196
-200,-200
-200,-202
-200,-204
-200,-206
-200,-208
-200,-210
-200,-212
-200,-214
-200,-216
-200,-218
-200,-220
-200,-222
-200,-224
-200,-226
-200,-228
-200,-230
-200,-232
-200,-234
-200,-236
-200,-238
-200,-240
-200,-242
-200,-244
-200,-246
-200,-248
-200,-250
-200,-252
-200,-254
-200,-256
-200,-258
-200,-260
-200,-262
-200,-264
-200,-266
-200,-268
-200,-270
-200,-272
-200,-274
-200,-276
-200,-278
-200,-280
-200,-282
-200,-284
-200,-286
-200,-288
-200,-290
-200,-292
-200,-294
-200,-296
-200,-298
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-300
-200,-298
-200,-296
-200,-294
-200,-292
-200,-290
-200,-288
-200,-286
-200,-284
-200,-282
-200,-280
-200,-278
-200,-276
-200,-274
-200,-272
-200,-270
-200,-268
-200,-266
-200,-264
-200,-262
-200,-260
-200,-258
-200,-256
-200,-254
-200,-252
-200,-250
-200,-248
-200,-246
-200,-244
-200,-242
-200,-240
-200,-238
-200,-236
-200,-234
-200,-232
-200,-230
-200,-228
-200,-226
-200,-224
-200,-222
-200,-220
-200,-218
-200,-216
-200,-214
-200,-212
-200,-210
-200,-208
-200,-206
-200,-204
-200,-202
-200,-200
-198,-198
-196,-196
-194,-194
-192,-192
-190,-190
-188,-188
-186,-186
-184,-184
-182,-182
-180,-180
-178,-178
-176,-176
-174,-174
-172,-172
-170,-170
-168,-168
-166,-166
-164,-164
-162,-162
-160,-160
-158,-158
-156,-156
-154,-154
-152,-152
-150,-150
-148,-148
-146,-146
-144,-144
-142,-142
-140,-140
-138,-138
-136,-136
-134,-134
-132,-132
-130,-130
-128,-128
-126,-126
-124,-124
-122,-122
-120,-120
-118,-118
-116,-116
-114,-114
-112,-112
-110,-110
-108,-108
-106,-106
-104,-104
-102,-102
-100,-100
-99,-99
-98,-98
-97,-97
-96,-96
-95,-95
-94,-94
-93,-93
-92,-92
-91,-91
-90,-90
-89,-89
-88,-88
-87,-87
-86,-86
-85,-85
-84,-84
-83,-83
-82,-82
-81,-81
-80,-80
-79,-79
-78,-78
-77,-77
-76,-76
-75,-75
-74,-74
-73,-73
-72,-72
-71,-71
-70,-70
-69,-69
-68,-68
-67,-67
-66,-66
-65,-65
-64,-64
-63,-63
-62,-62
-61,-61
-60,-60
-59,-59
-58,-58
-57,-57
-56,-56
-55,-55
-54,-54
-53,-53
-52,-52
-51,-51
-50,-50
-45,-45
-40,-40
-35,-35
-30,-30
-25,-25
-20,-20
-15,-15
-10,-10
-5,-5
0,0
1.25,1.25
2.5,2.5
3.75,3.75
5,5
6.25,6.25
7.5,7.5
8.75,8.75
10,10
11.25,11.25
12.5,12.5
13.75,13.75
15,15
16.25,16.25
17.5,17.5
18.75,18.75
20,20
21.25,21.25
22.5,22.5
23.75,23.75
25,25
26.25,26.25
27.5,27.5
28.75,28.75
30,30
31.25,31.25
32.5,32.5
33.75,33.75
35,35
36.25,36.25
37.5,37.5
38.75,38.75
40,40
41.25,41.25
42.5,42.5
43.75,43.75
45,45
46.25,46.25
47.5,47.5
48.75,48.75
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
